date;mois;jour_semaine;admissions_urgences;lits_occupes;lits_total;taux_occupation;sorties_patient;duree_sejour_moyen;revenus_jour;grippe_saison;epidemies;temperature;urgences_pediatriques;reanimation_occupes;stock_masques;stock_oxygene;stock_medicaments;stock_consommables;stocks_materiel;ide_dispo;medecins_dispo;personnel_dispo;personnel_rea;absences_personnel;conso_masques_par_patient;conso_masques_jour;conso_oxygene_par_patient;conso_oxygene_jour;ratio_ide_patients;besoins_ide;deficit_ide;ratio_medecins_patients;besoins_medecins;deficit_medecins;alerte_stocks;alerte_personnel;alerte_saturation;scenario;vacances_zone_c;nom_vacances;trend_fievre;trend_covid;trend_gastro;trend_grippe;trend_toux
17/12/2019;12;1;198;863;1800;47.9;218;4.6;215774;44;0;2.7;69;86;2944;1051;6147;2643;69.7;240;109;349;52;11;5.3;1049;4.0;792;0.8;158;0;0.3;59;0;0;0;0;grève;False;;1;0;3;1;1
18/12/2019;12;2;192;867;1800;48.2;177;3.5;184613;28;0;11.9;57;86;2736;1525;6308;1766;73.5;246;128;374;53;18;5.0;960;3.4;653;0.8;154;0;0.3;58;0;0;0;0;grève;False;;1;0;3;1;1
19/12/2019;12;3;210;870;1800;48.3;202;5.6;186039;33;0;12.8;61;87;3093;1411;7916;2158;56.1;255;132;387;58;10;9.5;1995;1.8;378;0.8;168;0;0.3;63;0;0;0;0;hiver;False;;1;0;3;1;1
20/12/2019;12;4;189;867;1800;48.2;167;6.3;178111;39;0;14.0;84;86;3227;1373;7248;1952;68.4;263;111;374;57;22;8.2;1550;2.2;416;0.8;151;0;0.3;57;0;0;0;0;grève;False;;1;0;3;1;1
21/12/2019;12;5;186;881;1800;48.9;221;5.2;169937;29;0;19.4;74;88;3585;1234;7453;2489;68.0;228;89;317;54;9;10.9;2027;2.4;446;0.8;149;0;0.3;56;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
22/12/2019;12;6;204;879;1800;48.8;215;6.1;177569;23;0;11.9;69;87;4441;1745;7610;1691;64.2;212;90;302;52;11;6.8;1387;2.3;469;0.8;163;0;0.3;61;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
23/12/2019;12;0;229;905;1800;50.3;268;4.5;251289;36;0;10.2;70;90;2914;1222;5845;1641;43.3;255;111;366;64;15;7.0;1603;3.5;802;0.8;183;0;0.3;69;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
24/12/2019;12;1;210;913;1800;50.7;193;5.7;189174;26;0;4.2;60;91;2616;1549;7153;1800;77.9;250;97;347;63;15;5.5;1155;2.4;504;0.8;168;0;0.3;63;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
25/12/2019;12;2;191;912;1800;50.7;212;4.6;187498;29;0;12.3;54;91;3306;1334;7619;2211;65.3;259;116;375;55;14;8.8;1681;2.7;516;0.8;153;0;0.3;57;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
26/12/2019;12;3;210;912;1800;50.7;232;3.0;200412;32;0;13.2;62;91;3841;1506;8891;2016;66.2;237;111;348;57;10;7.6;1596;2.8;588;0.8;168;0;0.3;63;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
27/12/2019;12;4;185;910;1800;50.6;199;4.9;220674;40;0;5.7;72;91;3396;1455;7043;2244;56.2;246;128;374;60;10;7.4;1369;2.2;407;0.8;148;0;0.3;56;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
28/12/2019;12;5;199;918;1800;51.0;236;3.0;190331;31;0;10.3;70;91;3733;1408;8243;2043;75.9;210;101;311;47;18;8.2;1632;2.3;458;0.8;159;0;0.3;60;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
29/12/2019;12;6;218;927;1800;51.5;208;8.0;181374;40;1;11.5;78;142;3340;1180;7382;2189;71.8;262;87;349;54;49;10.9;2376;3.4;741;0.8;174;0;0.3;65;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
30/12/2019;12;0;229;927;1800;51.5;195;4.0;191428;28;0;13.7;81;92;3198;1418;6343;2139;65.6;254;115;369;54;9;5.7;1305;3.7;847;0.8;183;0;0.3;69;0;0;0;0;grève;True;Vacances de Noël;1;0;3;1;1
31/12/2019;12;1;219;933;1800;51.8;234;5.5;226950;28;0;15.2;75;93;4041;1624;6865;2359;62.8;269;126;395;63;9;8.7;1905;1.6;350;0.8;175;0;0.3;66;0;0;0;0;hiver;True;Vacances de Noël;1;0;3;1;1
01/01/2020;1;2;215;948;1800;52.7;234;4.5;223545;32;0;9.8;60;94;2795;1148;8113;2028;80.0;236;123;359;62;17;6.4;1376;3.0;645;0.8;172;0;0.3;64;0;0;0;0;grève;True;Vacances de Noël;1;0;4;2;1
02/01/2020;1;3;204;944;1800;52.4;210;2.6;197371;24;0;12.9;52;94;2847;1221;8173;2081;71.1;238;116;354;67;21;6.5;1326;3.1;632;0.8;163;0;0.3;61;0;0;0;0;grève;True;Vacances de Noël;1;0;4;2;1
03/01/2020;1;4;216;964;1800;53.6;190;2.0;210111;34;0;14.6;68;96;2817;1940;6991;2450;50.2;259;146;405;55;19;6.8;1469;3.3;713;0.8;173;0;0.3;65;0;0;0;0;hiver;True;Vacances de Noël;1;0;4;2;1
04/01/2020;1;5;230;984;1800;54.7;230;5.6;188962;14;0;11.7;69;98;3332;1109;7514;2209;60.4;234;80;314;56;16;8.2;1886;3.2;736;0.8;184;0;0.3;69;0;0;0;0;grève;True;Vacances de Noël;1;0;4;2;1
05/01/2020;1;6;235;995;1800;55.3;217;6.8;236555;18;0;11.0;49;99;3146;1184;6350;1980;62.4;230;87;317;52;22;8.5;1998;3.7;870;0.8;188;0;0.3;70;0;0;0;0;grève;True;Vacances de Noël;1;0;4;2;1
06/01/2020;1;0;214;986;1800;54.8;207;3.4;214406;30;0;15.7;65;98;3643;1634;7290;1511;62.3;232;109;341;51;15;11.1;2375;1.7;364;0.8;171;0;0.3;64;0;0;0;0;grève;False;;1;0;4;2;1
07/01/2020;1;1;243;1001;1800;55.6;257;2.0;208936;26;0;12.3;65;100;3017;1553;6740;1279;60.8;254;109;363;56;17;11.2;2722;2.5;608;0.8;194;0;0.3;73;0;0;0;0;grève;False;;1;0;4;2;1
08/01/2020;1;2;237;1015;1800;56.4;260;4.0;199444;28;0;8.4;71;101;3006;803;7901;1998;68.9;240;138;378;51;9;9.1;2157;3.5;830;0.8;190;0;0.3;71;0;0;0;0;grève;False;;1;0;4;2;1
09/01/2020;1;3;207;1017;1800;56.5;184;3.1;175832;27;0;18.8;54;101;3508;1532;7886;2161;61.2;249;141;390;54;17;7.0;1449;3.6;745;0.8;166;0;0.3;62;0;0;0;0;hiver;False;;1;0;4;2;1
10/01/2020;1;4;243;1034;1800;57.4;233;3.5;204220;28;1;9.2;65;153;3904;1231;6543;1568;53.2;263;109;372;57;44;10.7;2600;2.2;535;0.8;194;0;0.3;73;0;0;0;0;grève;False;;1;0;4;2;1
11/01/2020;1;5;251;1048;1800;58.2;227;5.4;262015;23;0;13.3;58;104;2410;1217;6526;1851;46.1;225;87;312;62;13;10.6;2661;3.0;753;0.8;201;0;0.3;75;0;0;0;0;grève;False;;1;0;4;2;1
12/01/2020;1;6;243;1053;1800;58.5;213;4.4;213498;28;0;15.1;63;105;2595;1504;7060;1511;41.3;212;82;294;45;19;10.6;2576;2.0;486;0.8;194;0;0.3;73;0;0;0;0;grève;False;;1;0;4;2;1
13/01/2020;1;0;227;1061;1800;58.9;252;3.3;204430;34;0;15.8;78;106;3204;1249;7146;2036;56.6;246;124;370;51;21;5.1;1158;3.6;817;0.8;182;0;0.3;68;0;0;0;0;grève;False;;1;0;4;2;1
14/01/2020;1;1;223;1048;1800;58.2;259;5.4;193883;39;0;14.9;72;104;4232;1228;7100;2064;54.4;246;130;376;53;10;10.3;2297;3.3;736;0.8;178;0;0.3;67;0;0;0;0;grève;False;;1;0;4;2;1
15/01/2020;1;2;224;1040;1800;57.8;212;5.5;265022;29;0;2.6;77;104;2672;1263;7030;2057;58.0;233;153;386;57;13;11.0;2464;2.1;470;0.8;179;0;0.3;67;0;0;0;0;hiver;False;;1;0;4;2;1
16/01/2020;1;3;238;1060;1800;58.9;261;4.0;271760;29;0;11.7;63;106;3091;1216;8247;1910;52.5;238;98;336;54;16;9.2;2190;3.1;738;0.8;190;0;0.3;71;0;0;0;0;grève;False;;1;0;4;2;1
17/01/2020;1;4;260;1071;1800;59.5;300;4.7;231971;33;0;15.9;74;107;2481;1289;6518;1611;44.6;279;136;415;59;10;10.3;2678;2.8;728;0.8;208;0;0.3;78;0;0;0;0;hiver;False;;1;0;4;2;1
18/01/2020;1;5;232;1059;1800;58.8;264;5.3;215998;26;1;14.4;71;155;3343;1568;7455;1776;53.8;205;96;301;49;41;10.4;2413;2.1;487;0.8;186;0;0.3;70;0;0;0;0;grève;False;;1;0;4;2;1
19/01/2020;1;6;250;1063;1800;59.1;218;5.1;220989;35;0;17.1;58;106;1967;1335;8938;2097;59.1;215;95;310;45;15;8.5;2125;3.7;925;0.8;200;0;0.3;75;0;1;0;0;grève;False;;1;0;4;2;1
20/01/2020;1;0;253;1080;1800;60.0;299;4.6;252178;36;0;19.3;71;108;2457;1238;6286;1859;50.2;262;122;384;59;15;10.7;2707;1.9;481;0.8;202;0;0.3;76;0;0;0;0;hiver;False;;1;0;4;2;1
21/01/2020;1;1;251;1098;1800;61.0;238;6.6;202769;38;0;17.4;74;109;3631;1356;7142;1891;53.3;271;127;398;57;11;10.5;2636;2.7;678;0.8;201;0;0.3;75;0;0;0;0;hiver;False;;1;0;4;2;1
22/01/2020;1;2;240;1108;1800;61.6;224;5.4;256451;30;0;12.6;58;110;3084;1436;7315;1825;73.6;230;123;353;59;11;11.4;2736;3.0;720;0.8;192;0;0.3;72;0;0;0;0;grève;False;;1;0;4;2;1
23/01/2020;1;3;265;1126;1800;62.6;218;3.8;267455;38;0;13.5;64;112;2507;1320;6811;1870;60.9;260;105;365;57;12;11.4;3021;3.6;954;0.8;212;0;0.3;80;0;0;0;0;grève;False;;1;0;4;2;1
24/01/2020;1;4;275;1135;1800;63.1;273;3.8;318850;38;0;22.3;84;113;2777;1041;6732;1912;52.3;249;126;375;56;11;8.7;2392;1.9;522;0.8;220;0;0.3;82;0;0;0;0;grève;False;;1;0;4;2;1
25/01/2020;1;5;280;1166;1800;64.8;236;3.7;242412;49;0;15.3;74;116;2728;1244;5936;1411;51.7;252;85;337;59;17;5.2;1456;3.0;840;0.8;224;0;0.3;84;0;0;0;0;grève;False;;1;0;4;2;1
26/01/2020;1;6;252;1167;1800;64.8;226;5.4;282654;44;0;15.7;93;116;3264;820;7263;1917;49.0;223;92;315;50;10;5.1;1285;1.5;378;0.8;202;0;0.3;76;0;0;0;0;grève;False;;1;0;4;2;1
27/01/2020;1;0;244;1162;1800;64.6;226;3.6;272495;45;0;18.3;83;116;2010;1574;5602;1712;52.7;256;113;369;59;8;11.6;2830;3.6;878;0.8;195;0;0.3;73;0;0;0;0;grève;False;;1;0;4;2;1
28/01/2020;1;1;266;1171;1800;65.1;298;3.9;226332;39;0;21.4;61;117;2353;1508;8246;1764;49.9;239;120;359;51;20;7.4;1968;2.1;559;0.8;213;0;0.3;80;0;0;0;0;grève;False;;1;0;4;2;1
29/01/2020;1;2;237;1169;1800;64.9;272;6.1;227383;50;0;13.0;74;116;2626;1466;8526;2065;58.2;259;114;373;66;9;7.6;1801;3.3;782;0.8;190;0;0.3;71;0;0;0;0;grève;False;;1;0;4;2;1
30/01/2020;1;3;242;1155;1800;64.2;222;4.8;210071;43;0;14.8;66;115;3378;1523;6832;1354;56.1;219;136;355;55;12;8.3;2009;3.0;726;0.8;194;0;0.3;73;0;0;0;0;grève;False;;1;0;4;2;1
31/01/2020;1;4;237;1130;1800;62.8;271;6.3;213748;51;0;10.5;80;113;3100;1274;7997;1489;48.3;224;109;333;45;15;6.9;1635;1.6;379;0.8;190;0;0.3;71;0;0;0;0;grève;False;;1;0;4;2;1
01/02/2020;2;5;252;1112;1800;61.8;288;5.7;228135;43;0;15.9;72;111;3704;1093;6741;1542;59.4;231;104;335;56;15;9.1;2293;2.0;504;0.8;202;0;0.3;76;0;0;0;0;grève;False;;1;1;2;4;1
02/02/2020;2;6;274;1126;1800;62.6;300;2.7;280164;49;0;19.5;59;112;3222;927;6719;1410;46.1;232;102;334;50;15;10.5;2877;2.2;603;0.8;219;0;0.3;82;0;0;0;0;grève;False;;1;1;2;4;1
03/02/2020;2;0;250;1130;1800;62.8;214;4.3;241141;44;0;15.9;70;113;2827;1451;6455;1701;70.4;266;108;374;59;15;6.8;1700;3.7;925;0.8;200;0;0.3;75;0;0;0;0;grève;False;;1;1;2;4;1
04/02/2020;2;1;245;1117;1800;62.1;263;6.0;288878;43;0;24.5;76;111;3015;1114;7715;2282;65.9;277;110;387;59;12;10.2;2499;2.7;662;0.8;196;0;0.3;74;0;0;0;0;hiver;False;;1;1;2;4;1
05/02/2020;2;2;294;1153;1800;64.1;300;2.7;250061;50;0;18.1;63;115;3294;1043;6006;1883;33.8;264;116;380;57;12;9.7;2852;3.8;1117;0.8;235;0;0.3;88;0;0;0;0;hiver;False;;1;1;2;4;1
06/02/2020;2;3;275;1174;1800;65.2;295;5.1;327106;49;0;17.4;79;117;3516;1219;7328;1450;48.5;247;128;375;57;10;8.7;2392;1.6;440;0.8;220;0;0.3;82;0;0;0;0;grève;False;;1;1;2;4;1
07/02/2020;2;4;267;1194;1800;66.3;249;4.4;238232;61;0;16.5;81;119;2816;1191;6762;1925;64.8;227;106;333;52;14;7.3;1949;1.5;400;0.8;214;0;0.3;80;0;0;0;0;grève;False;;1;1;2;4;1
08/02/2020;2;5;274;1208;1800;67.1;274;2.0;303907;70;0;12.6;79;120;2315;1230;6698;1617;56.0;235;98;333;62;17;11.1;3041;3.9;1069;0.8;219;0;0.3;82;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
09/02/2020;2;6;254;1195;1800;66.4;268;4.7;237639;59;1;17.8;79;169;1917;876;5758;1833;55.0;229;106;335;59;56;7.8;1981;3.3;838;0.8;203;0;0.3;76;0;1;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
10/02/2020;2;0;244;1191;1800;66.2;245;3.2;209165;51;0;19.8;69;119;1997;1221;7119;1485;37.5;238;92;330;52;9;7.6;1854;3.5;854;0.8;195;0;0.3;73;0;1;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
11/02/2020;2;1;261;1202;1800;66.8;221;2.7;298364;66;0;18.0;95;120;3148;1381;5951;1298;51.3;244;119;363;59;4;9.5;2480;3.8;992;0.8;209;0;0.3;78;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
12/02/2020;2;2;265;1183;1800;65.7;245;4.5;244739;55;0;19.5;77;118;3105;1118;6869;1894;54.0;243;115;358;52;24;11.4;3021;4.0;1060;0.8;212;0;0.3;80;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
13/02/2020;2;3;291;1193;1800;66.3;300;2.0;309491;44;0;16.0;71;119;2334;954;8059;1554;31.2;241;121;362;58;13;8.6;2503;1.7;495;0.8;233;0;0.3;87;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
14/02/2020;2;4;283;1203;1800;66.8;300;3.5;290521;61;0;13.9;75;120;3386;1341;5492;1741;54.0;233;122;355;55;20;10.1;2858;1.9;538;0.8;226;0;0.3;85;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
15/02/2020;2;5;290;1214;1800;67.4;247;8.3;286724;71;0;18.5;64;121;2576;1045;6402;2028;42.2;210;90;300;51;15;8.2;2378;2.0;580;0.8;232;22;0.3;87;0;0;1;0;grève;True;Vacances d'hiver;1;1;2;4;1
16/02/2020;2;6;295;1240;1800;68.9;300;5.5;294507;80;0;20.0;81;124;2345;1151;5951;1453;49.3;237;100;337;46;12;6.5;1918;3.5;1032;0.8;236;0;0.3;88;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
17/02/2020;2;0;288;1268;1800;70.4;268;3.2;314754;80;0;18.5;75;126;3281;1093;5711;1491;49.2;246;109;355;53;15;5.9;1699;2.4;691;0.8;230;0;0.3;86;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
18/02/2020;2;1;284;1283;1800;71.3;300;6.6;237171;69;0;20.1;86;128;3247;1147;5959;2110;46.8;248;114;362;58;18;6.0;1704;3.0;852;0.8;227;0;0.3;85;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
19/02/2020;2;2;276;1290;1800;71.7;300;3.0;294567;74;0;22.5;85;129;2766;1477;7864;1625;56.7;240;119;359;53;11;5.1;1408;3.6;994;0.8;221;0;0.3;83;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
20/02/2020;2;3;257;1268;1800;70.4;289;3.7;297689;54;0;22.6;75;126;3202;1343;8305;1474;56.0;245;113;358;58;10;8.9;2287;3.2;822;0.8;206;0;0.3;77;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
21/02/2020;2;4;300;1279;1800;71.1;300;2.8;246935;63;0;23.1;77;127;2921;855;5562;1720;67.7;254;127;381;67;18;5.9;1770;1.7;510;0.8;240;0;0.3;90;0;0;0;0;hiver;True;Vacances d'hiver;1;1;2;4;1
22/02/2020;2;5;298;1284;1800;71.3;275;4.9;255166;72;0;23.8;81;128;3703;1031;6744;1438;60.6;238;100;338;60;17;11.1;3308;2.6;775;0.8;238;0;0.3;89;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
23/02/2020;2;6;273;1270;1800;70.6;300;6.6;296656;62;0;21.9;80;127;2750;1098;5988;1388;42.8;238;100;338;52;16;11.9;3249;1.7;464;0.8;218;0;0.3;82;0;0;0;0;grève;True;Vacances d'hiver;1;1;2;4;1
24/02/2020;2;0;308;1283;1800;71.3;262;3.0;300273;60;0;21.4;66;128;1946;1119;5761;1486;54.1;281;116;397;58;13;8.5;2618;2.7;832;0.8;246;0;0.3;92;0;1;0;0;hiver;False;Vacances d'hiver;1;1;2;4;1
25/02/2020;2;1;277;1279;1800;71.1;299;2.0;266313;82;0;27.9;71;127;3096;1350;5036;1863;44.2;282;95;377;61;14;8.1;2244;2.0;554;0.8;222;0;0.3;83;0;0;0;0;grève;False;Vacances d'hiver;1;1;2;4;1
26/02/2020;2;2;284;1284;1800;71.3;300;6.1;242759;73;0;23.3;73;128;2759;1154;8297;1232;39.5;273;114;387;59;14;7.4;2102;1.5;426;0.8;227;0;0.3;85;0;0;0;0;hiver;False;Vacances d'hiver;1;1;2;4;1
27/02/2020;2;3;326;1328;1800;73.8;300;6.8;326883;67;0;16.9;74;132;2448;1022;6966;1015;29.5;198;134;332;49;17;9.5;3097;3.5;1141;0.8;261;63;0.3;98;0;0;1;0;grève;False;Vacances d'hiver;1;1;2;4;1
28/02/2020;2;4;337;1352;1800;75.1;300;2.0;286658;78;1;12.9;82;185;2288;542;5434;1290;36.5;251;115;366;57;42;9.3;3134;3.9;1314;0.8;270;19;0.3;101;0;1;0;0;grève;False;Vacances d'hiver;1;1;2;4;1
29/02/2020;2;5;274;1336;1800;74.2;300;5.2;271438;89;0;19.5;92;133;2012;1442;6939;1299;58.7;223;90;313;53;20;7.4;2028;3.9;1069;0.8;219;0;0.3;82;0;0;0;0;grève;False;Vacances d'hiver;1;1;2;4;1
01/03/2020;3;6;450;1450;1800;80.6;300;4.8;497451;84;0;23.1;90;145;1530;616;4280;800;20.3;216;90;306;53;16;7.4;3330;2.2;990;0.8;360;144;0.3;135;45;1;1;0;grève;False;Vacances d'hiver;3;34;1;8;2
02/03/2020;3;0;450;1542;1800;85.7;300;3.3;406488;67;0;24.5;79;154;1220;701;5356;800;23.1;245;120;365;54;13;9.5;4275;3.6;1620;0.8;360;115;0.3;135;15;1;1;1;grève;False;Vacances d'hiver;3;34;1;8;2
03/03/2020;3;1;450;1653;1800;91.8;300;2.4;446542;83;0;15.7;83;165;1245;701;4326;1081;20.0;234;124;358;47;20;8.9;4005;3.2;1440;0.8;360;126;0.3;135;11;1;1;1;grève;False;Vacances d'hiver;3;34;1;8;2
04/03/2020;3;2;450;1700;1800;94.4;300;6.0;538563;89;0;23.7;87;170;1200;500;4444;986;20.0;269;115;384;59;16;10.0;4500;3.5;1575;0.8;360;91;0.3;135;20;1;1;1;normal;False;Vacances d'hiver;3;34;1;8;2
05/03/2020;3;3;450;1700;1800;94.4;300;4.8;483597;78;0;25.4;89;170;1380;601;4070;800;20.0;264;109;373;65;16;11.6;5220;3.6;1620;0.8;360;96;0.3;135;26;1;1;1;grève;False;Vacances d'hiver;3;34;1;8;2
06/03/2020;3;4;450;1700;1800;94.4;300;4.9;511444;79;0;23.4;80;170;1530;500;5083;1134;20.0;248;109;357;55;16;10.5;4725;4.0;1800;0.8;360;112;0.3;135;26;1;1;1;grève;False;Vacances d'hiver;3;34;1;8;2
07/03/2020;3;5;450;1700;1800;94.4;300;3.6;434673;64;0;22.7;76;170;1385;926;6367;1270;20.0;220;102;322;61;16;7.1;3195;1.9;855;0.8;360;140;0.3;135;33;1;1;1;grève;False;Vacances d'hiver;3;34;1;8;2
08/03/2020;3;6;450;1700;1800;94.4;300;3.3;498215;80;0;20.6;83;170;1977;500;4372;897;20.0;220;100;320;56;13;10.3;4635;3.4;1530;0.8;360;140;0.3;135;35;1;1;1;grève;False;Vacances d'hiver;3;34;1;8;2
09/03/2020;3;0;450;1700;1800;94.4;300;2.0;367292;77;0;19.3;88;170;1778;500;4363;800;24.3;245;112;357;56;14;8.2;3690;3.3;1485;0.8;360;115;0.3;135;23;1;1;1;grève;False;;3;34;1;8;2
10/03/2020;3;1;450;1700;1800;94.4;300;4.2;382124;93;0;24.4;77;170;1363;585;4579;1218;20.0;254;105;359;56;18;10.4;4680;2.2;990;0.8;360;106;0.3;135;30;1;1;1;grève;False;;3;34;1;8;2
11/03/2020;3;2;450;1700;1800;94.4;300;6.7;396553;72;0;23.7;79;170;1000;949;4808;1205;23.7;260;103;363;64;14;11.2;5040;2.5;1125;0.8;360;100;0.3;135;32;1;1;1;grève;False;;3;34;1;8;2
12/03/2020;3;3;450;1700;1800;94.4;300;3.2;432351;76;0;20.1;83;170;1690;791;4360;826;25.5;277;119;396;63;20;6.7;3015;1.9;855;0.8;360;83;0.3;135;16;1;1;1;normal;False;;3;34;1;8;2
13/03/2020;3;4;450;1700;1800;94.4;300;2.2;512234;87;0;31.6;81;170;1242;500;4286;1116;21.6;259;116;375;60;14;6.7;3015;3.8;1710;0.8;360;101;0.3;135;19;1;1;1;grève;False;;3;34;1;8;2
14/03/2020;3;5;450;1700;1800;94.4;300;5.2;422328;86;0;15.5;80;170;1314;626;4666;800;20.0;257;99;356;54;21;8.0;3600;3.7;1665;0.8;360;103;0.3;135;36;1;1;1;grève;False;;3;34;1;8;2
15/03/2020;3;6;450;1700;1800;94.4;300;5.4;477832;80;0;20.6;80;170;1000;794;3199;800;20.0;217;78;295;48;16;5.4;2430;3.0;1350;0.8;360;143;0.3;135;57;1;1;1;grève;False;;3;34;1;8;2
16/03/2020;3;0;450;1700;1800;94.4;300;3.6;487677;78;0;18.5;69;170;1606;1095;4162;800;21.6;239;120;359;56;20;9.8;4410;2.8;1260;0.8;360;121;0.3;135;15;1;1;1;grève;False;;3;34;1;8;2
17/03/2020;3;1;450;1700;1800;94.4;300;4.0;465513;80;0;23.2;80;170;2696;582;2999;811;20.0;268;137;405;64;12;10.2;4590;2.1;945;0.8;360;92;0.3;135;0;1;1;1;normal;False;;3;34;1;8;2
18/03/2020;3;2;450;1700;1800;94.4;300;4.9;424304;89;0;13.9;104;170;1146;500;4205;800;24.2;232;114;346;54;12;7.4;3330;3.5;1575;0.8;360;128;0.3;135;21;1;1;1;grève;False;;3;34;1;8;2
19/03/2020;3;3;450;1700;1800;94.4;300;4.3;463870;86;0;26.8;86;170;1711;714;3841;1038;20.0;226;118;344;47;14;8.3;3735;1.5;675;0.8;360;134;0.3;135;17;1;1;1;grève;False;;3;34;1;8;2
20/03/2020;3;4;450;1700;1800;94.4;300;6.0;421608;92;0;25.8;88;170;2022;641;5101;800;22.0;271;111;382;60;12;9.1;4095;2.7;1215;0.8;360;89;0.3;135;24;1;1;1;normal;False;;3;34;1;8;2
21/03/2020;3;5;450;1700;1800;94.4;300;8.2;375097;87;0;22.9;89;170;1138;742;4011;800;26.3;214;78;292;46;13;5.5;2475;3.7;1665;0.8;360;146;0.3;135;57;1;1;1;grève;False;;3;34;1;8;2
22/03/2020;3;6;450;1700;1800;94.4;300;2.0;538705;106;0;20.6;95;170;1000;788;4307;978;20.5;248;109;357;67;13;10.0;4500;3.0;1350;0.8;360;112;0.3;135;26;1;1;1;grève;False;;3;34;1;8;2
23/03/2020;3;0;450;1700;1800;94.4;300;6.3;382893;86;0;24.7;88;170;1747;713;2881;800;20.0;278;123;401;69;24;8.7;3915;3.1;1395;0.8;360;82;0.3;135;12;1;1;1;normal;False;;3;34;1;8;2
24/03/2020;3;1;450;1700;1800;94.4;300;4.7;373023;96;0;23.2;72;170;1439;755;5417;800;20.0;245;100;345;64;14;9.4;4230;1.7;765;0.8;360;115;0.3;135;35;1;1;1;grève;False;;3;34;1;8;2
25/03/2020;3;2;450;1700;1800;94.4;300;6.6;518136;100;0;25.7;93;170;1555;977;3730;800;20.0;268;142;410;53;17;10.1;4545;2.2;990;0.8;360;92;0.3;135;0;1;1;1;normal;False;;3;34;1;8;2
26/03/2020;3;3;450;1700;1800;94.4;300;5.6;414330;99;0;21.4;90;170;1427;591;4213;800;22.9;237;116;353;59;15;9.7;4365;3.2;1440;0.8;360;123;0.3;135;19;1;1;1;grève;False;;3;34;1;8;2
27/03/2020;3;4;450;1700;1800;94.4;300;4.6;477053;113;0;21.2;74;170;1979;500;5222;923;20.0;239;111;350;56;17;5.7;2565;1.6;720;0.8;360;121;0.3;135;24;1;1;1;grève;False;;3;34;1;8;2
28/03/2020;3;5;450;1700;1800;94.4;300;5.6;419221;83;0;26.3;94;170;1351;712;5225;800;20.0;239;95;334;50;18;10.5;4725;2.3;1035;0.8;360;121;0.3;135;40;1;1;1;grève;False;;3;34;1;8;2
29/03/2020;3;6;450;1700;1800;94.4;300;3.9;430462;97;0;24.5;80;170;2485;500;3711;1299;22.2;225;90;315;43;14;9.3;4185;2.4;1080;0.8;360;135;0.3;135;45;1;1;1;grève;False;;3;34;1;8;2
30/03/2020;3;0;450;1700;1800;94.4;300;3.3;407180;84;0;21.3;81;170;1749;500;5021;800;20.0;264;132;396;58;11;10.0;4500;2.7;1215;0.8;360;96;0.3;135;3;1;1;1;normal;False;;3;34;1;8;2
31/03/2020;3;1;450;1700;1800;94.4;300;5.7;421748;90;0;23.5;70;170;1905;500;3681;800;20.0;256;117;373;53;13;6.8;3060;2.4;1080;0.8;360;104;0.3;135;18;1;1;1;grève;False;;3;34;1;8;2
01/04/2020;4;2;450;1700;1800;94.4;300;3.2;433926;107;0;22.7;95;170;1403;500;4785;1558;20.0;239;124;363;52;17;6.5;2925;2.6;1170;0.8;360;121;0.3;135;11;1;1;1;grève;False;;1;45;1;3;1
02/04/2020;4;3;450;1700;1800;94.4;300;5.5;489675;90;0;23.9;95;170;1555;883;3972;800;20.0;255;111;366;57;15;10.8;4860;2.9;1305;0.8;360;105;0.3;135;24;1;1;1;grève;False;;1;45;1;3;1
03/04/2020;4;4;450;1700;1800;94.4;300;4.5;452077;125;0;27.1;97;170;1000;659;3787;800;20.0;240;107;347;56;15;7.7;3465;1.8;810;0.8;360;120;0.3;135;28;1;1;1;grève;False;;1;45;1;3;1
